Datetime,temperature_c,relative_humidity_pct,cooling_degree_days,heating_degree_days
2014-08-07 15:00:00,33.18,67.7,15.18,0.0
2014-08-07 16:00:00,31.72,71.6,13.72,0.0
2014-08-07 17:00:00,30.64,66.1,12.64,0.0
2014-08-07 18:00:00,32.09,67.4,14.09,0.0
2014-08-07 19:00:00,31.7,66.5,13.7,0.0
2014-08-07 20:00:00,30.2,67.9,12.2,0.0
2014-08-07 21:00:00,25.59,78.3,7.59,0.0
2014-08-07 22:00:00,25.12,72.3,7.12,0.0
2014-08-07 23:00:00,24.94,73.9,6.94,0.0
2014-08-08 00:00:00,24.88,68.9,6.88,0.0
2014-08-08 01:00:00,21.39,75.9,3.39,0.0
2014-08-08 02:00:00,21.37,77.4,3.37,0.0
2014-08-08 03:00:00,19.53,79.4,1.53,0.0
2014-08-08 04:00:00,19.55,77.3,1.55,0.0
2014-08-08 05:00:00,23.72,73.8,5.72,0.0
2014-08-08 06:00:00,25.57,72.8,7.57,0.0
2014-08-08 07:00:00,24.14,72.2,6.14,0.0
2014-08-08 08:00:00,27.4,71.7,9.4,0.0
2014-08-08 09:00:00,27.67,75.1,9.67,0.0
2014-08-08 10:00:00,27.28,73.0,9.28,0.0
2014-08-08 11:00:00,30.42,70.5,12.42,0.0
2014-08-08 12:00:00,33.68,74.6,15.68,0.0
2014-08-08 13:00:00,31.72,55.1,13.72,0.0
2014-08-08 14:00:00,35.15,63.4,17.15,0.0
2014-08-08 15:00:00,27.8,65.0,9.8,0.0
2014-08-08 16:00:00,33.81,62.5,15.81,0.0
2014-08-08 17:00:00,31.94,62.0,13.94,0.0
2014-08-08 18:00:00,30.37,59.6,12.37,0.0
2014-08-08 19:00:00,29.93,66.3,11.93,0.0
2014-08-08 20:00:00,24.86,72.3,6.86,0.0
2014-08-08 21:00:00,26.62,73.1,8.62,0.0
2014-08-08 22:00:00,26.24,68.3,8.24,0.0
2014-08-08 23:00:00,26.93,73.4,8.93,0.0
2014-08-09 00:00:00,22.11,78.9,4.11,0.0
2014-08-09 01:00:00,20.72,68.2,2.72,0.0
2014-08-09 02:00:00,20.72,74.1,2.72,0.0
2014-08-09 03:00:00,23.08,76.1,5.08,0.0
2014-08-09 04:00:00,22.21,74.8,4.21,0.0
2014-08-09 05:00:00,21.22,77.7,3.22,0.0
2014-08-09 06:00:00,23.97,67.5,5.97,0.0
2014-08-09 07:00:00,24.36,68.5,6.36,0.0
2014-08-09 08:00:00,27.25,74.0,9.25,0.0
2014-08-09 09:00:00,25.67,63.2,7.67,0.0
2014-08-09 10:00:00,27.77,72.0,9.77,0.0
2014-08-09 11:00:00,28.98,69.3,10.98,0.0
2014-08-09 12:00:00,28.19,69.5,10.19,0.0
2014-08-09 13:00:00,32.23,63.8,14.23,0.0
2014-08-09 14:00:00,32.72,67.3,14.72,0.0
2014-08-09 15:00:00,32.44,60.4,14.44,0.0
2014-08-09 16:00:00,31.82,63.6,13.82,0.0
2014-08-09 17:00:00,29.15,65.9,11.15,0.0
2014-08-09 18:00:00,30.07,62.9,12.07,0.0
2014-08-09 19:00:00,29.07,68.4,11.07,0.0
2014-08-09 20:00:00,26.91,64.1,8.91,0.0
2014-08-09 21:00:00,26.64,71.1,8.64,0.0
2014-08-09 22:00:00,26.24,78.2,8.24,0.0
2014-08-09 23:00:00,27.58,67.4,9.58,0.0
2014-08-10 00:00:00,23.27,73.4,5.27,0.0
2014-08-10 01:00:00,22.55,67.8,4.55,0.0
2014-08-10 02:00:00,21.4,71.4,3.4,0.0
2014-08-10 03:00:00,17.89,77.8,0.0,0.11
2014-08-10 04:00:00,21.49,73.1,3.49,0.0
2014-08-10 05:00:00,22.19,77.3,4.19,0.0
2014-08-10 06:00:00,27.39,74.9,9.39,0.0
2014-08-10 07:00:00,23.75,72.2,5.75,0.0
2014-08-10 08:00:00,25.97,67.2,7.97,0.0
2014-08-10 09:00:00,26.78,72.7,8.78,0.0
2014-08-10 10:00:00,26.17,69.9,8.17,0.0
2014-08-10 11:00:00,31.65,61.4,13.65,0.0
2014-08-10 12:00:00,32.09,62.6,14.09,0.0
2014-08-10 13:00:00,33.03,54.6,15.03,0.0
2014-08-10 14:00:00,30.52,59.8,12.52,0.0
2014-08-10 15:00:00,34.87,63.8,16.87,0.0
2014-08-10 16:00:00,29.64,61.0,11.64,0.0
2014-08-10 17:00:00,32.67,62.4,14.67,0.0
2014-08-10 18:00:00,34.68,72.1,16.68,0.0
2014-08-10 19:00:00,27.81,71.6,9.81,0.0
2014-08-10 20:00:00,27.25,65.9,9.25,0.0
2014-08-10 21:00:00,27.03,73.2,9.03,0.0
2014-08-10 22:00:00,24.52,76.1,6.52,0.0
2014-08-10 23:00:00,21.31,74.9,3.31,0.0
2014-08-11 00:00:00,22.99,74.7,4.99,0.0
2014-08-11 01:00:00,20.08,78.7,2.08,0.0
2014-08-11 02:00:00,22.3,77.9,4.3,0.0
2014-08-11 03:00:00,19.6,70.1,1.6,0.0
2014-08-11 04:00:00,24.23,74.0,6.23,0.0
2014-08-11 05:00:00,20.58,72.1,2.58,0.0
2014-08-11 06:00:00,22.29,78.1,4.29,0.0
2014-08-11 07:00:00,25.47,70.2,7.47,0.0
2014-08-11 08:00:00,23.12,68.3,5.12,0.0
2014-08-11 09:00:00,27.17,74.1,9.17,0.0
2014-08-11 10:00:00,30.53,69.8,12.53,0.0
2014-08-11 11:00:00,26.61,76.0,8.61,0.0
2014-08-11 12:00:00,30.98,63.1,12.98,0.0
2014-08-11 13:00:00,31.99,63.6,13.99,0.0
2014-08-11 14:00:00,33.48,69.7,15.48,0.0
2014-08-11 15:00:00,30.03,59.9,12.03,0.0
2014-08-11 16:00:00,29.69,70.5,11.69,0.0
2014-08-11 17:00:00,32.46,60.9,14.46,0.0
2014-08-11 18:00:00,31.18,68.9,13.18,0.0
2014-08-11 19:00:00,29.96,60.2,11.96,0.0
2014-08-11 20:00:00,28.8,68.9,10.8,0.0
2014-08-11 21:00:00,25.53,64.5,7.53,0.0
2014-08-11 22:00:00,25.75,79.0,7.75,0.0
2014-08-11 23:00:00,24.54,68.2,6.54,0.0
2014-08-12 00:00:00,21.49,70.2,3.49,0.0
2014-08-12 01:00:00,25.26,76.4,7.26,0.0
2014-08-12 02:00:00,22.2,72.4,4.2,0.0
2014-08-12 03:00:00,19.02,77.7,1.02,0.0
2014-08-12 04:00:00,22.53,71.9,4.53,0.0
2014-08-12 05:00:00,20.15,71.1,2.15,0.0
2014-08-12 06:00:00,24.19,73.4,6.19,0.0
2014-08-12 07:00:00,26.0,67.6,8.0,0.0
2014-08-12 08:00:00,23.76,72.9,5.76,0.0
2014-08-12 09:00:00,28.4,73.5,10.4,0.0
2014-08-12 10:00:00,28.83,70.9,10.83,0.0
2014-08-12 11:00:00,30.89,70.1,12.89,0.0
2014-08-12 12:00:00,33.97,58.8,15.97,0.0
2014-08-12 13:00:00,30.99,63.9,12.99,0.0
2014-08-12 14:00:00,30.62,64.3,12.62,0.0
2014-08-12 15:00:00,30.56,70.9,12.56,0.0
2014-08-12 16:00:00,30.51,62.9,12.51,0.0
2014-08-12 17:00:00,31.29,56.5,13.29,0.0
2014-08-12 18:00:00,31.17,62.5,13.17,0.0
2014-08-12 19:00:00,29.91,64.9,11.91,0.0
2014-08-12 20:00:00,29.58,60.1,11.58,0.0
2014-08-12 21:00:00,26.69,73.9,8.69,0.0
2014-08-12 22:00:00,27.86,65.0,9.86,0.0
2014-08-12 23:00:00,23.44,74.3,5.44,0.0
2014-08-13 00:00:00,27.58,69.1,9.58,0.0
2014-08-13 01:00:00,22.93,80.3,4.93,0.0
2014-08-13 02:00:00,19.71,73.7,1.71,0.0
2014-08-13 03:00:00,19.14,73.0,1.14,0.0
2014-08-13 04:00:00,22.12,76.9,4.12,0.0
2014-08-13 05:00:00,21.4,70.3,3.4,0.0
2014-08-13 06:00:00,23.96,75.8,5.96,0.0
2014-08-13 07:00:00,24.67,70.5,6.67,0.0
2014-08-13 08:00:00,25.01,68.9,7.01,0.0
2014-08-13 09:00:00,25.04,69.6,7.04,0.0
2014-08-13 10:00:00,25.26,64.4,7.26,0.0
2014-08-13 11:00:00,28.51,66.8,10.51,0.0
2014-08-13 12:00:00,32.0,67.9,14.0,0.0
2014-08-13 13:00:00,31.72,56.5,13.72,0.0
2014-08-13 14:00:00,29.64,69.6,11.64,0.0
2014-08-13 15:00:00,32.38,68.3,14.38,0.0
2014-08-13 16:00:00,32.57,57.8,14.57,0.0
2014-08-13 17:00:00,29.74,57.7,11.74,0.0
2014-08-13 18:00:00,30.73,69.9,12.73,0.0
2014-08-13 19:00:00,29.42,70.6,11.42,0.0
2014-08-13 20:00:00,25.93,71.2,7.93,0.0
2014-08-13 21:00:00,27.21,64.3,9.21,0.0
2014-08-13 22:00:00,26.15,78.6,8.15,0.0
2014-08-13 23:00:00,25.77,69.5,7.77,0.0
2014-08-14 00:00:00,24.48,74.5,6.48,0.0
2014-08-14 01:00:00,19.23,75.3,1.23,0.0
2014-08-14 02:00:00,19.47,81.2,1.47,0.0
2014-08-14 03:00:00,21.9,75.5,3.9,0.0
2014-08-14 04:00:00,22.08,76.4,4.08,0.0
2014-08-14 05:00:00,22.63,74.0,4.63,0.0
2014-08-14 06:00:00,29.51,68.7,11.51,0.0
2014-08-14 07:00:00,24.75,63.2,6.75,0.0
2014-08-14 08:00:00,27.09,71.4,9.09,0.0
2014-08-14 09:00:00,28.19,64.4,10.19,0.0
2014-08-14 10:00:00,29.06,70.1,11.06,0.0
2014-08-14 11:00:00,28.65,68.1,10.65,0.0
2014-08-14 12:00:00,31.72,67.0,13.72,0.0
2014-08-14 13:00:00,29.84,61.5,11.84,0.0
2014-08-14 14:00:00,31.36,69.4,13.36,0.0
2014-08-14 15:00:00,31.1,66.9,13.1,0.0
2014-08-14 16:00:00,31.93,60.5,13.93,0.0
2014-08-14 17:00:00,35.4,74.0,17.4,0.0
2014-08-14 18:00:00,27.0,65.7,9.0,0.0
2014-08-14 19:00:00,30.45,62.2,12.45,0.0
2014-08-14 20:00:00,24.99,65.7,6.99,0.0
2014-08-14 21:00:00,25.62,64.0,7.62,0.0
2014-08-14 22:00:00,27.01,76.7,9.01,0.0
2014-08-14 23:00:00,23.83,76.8,5.83,0.0
2014-08-15 00:00:00,20.54,76.5,2.54,0.0
2014-08-15 01:00:00,20.32,76.5,2.32,0.0
2014-08-15 02:00:00,22.28,79.8,4.28,0.0
2014-08-15 03:00:00,19.55,74.0,1.55,0.0
2014-08-15 04:00:00,21.44,76.5,3.44,0.0
2014-08-15 05:00:00,21.69,71.0,3.69,0.0
2014-08-15 06:00:00,21.3,72.9,3.3,0.0
2014-08-15 07:00:00,27.48,74.3,9.48,0.0
2014-08-15 08:00:00,26.08,59.0,8.08,0.0
2014-08-15 09:00:00,22.72,67.5,4.72,0.0
2014-08-15 10:00:00,28.13,69.4,10.13,0.0
2014-08-15 11:00:00,27.93,67.2,9.93,0.0
2014-08-15 12:00:00,31.79,64.7,13.79,0.0
2014-08-15 13:00:00,29.7,68.1,11.7,0.0
2014-08-15 14:00:00,31.47,62.4,13.47,0.0
2014-08-15 15:00:00,32.78,60.2,14.78,0.0
2014-08-15 16:00:00,33.24,70.0,15.24,0.0
2014-08-15 17:00:00,28.97,69.9,10.97,0.0
2014-08-15 18:00:00,29.65,64.1,11.65,0.0
2014-08-15 19:00:00,28.26,67.3,10.26,0.0
2014-08-15 20:00:00,26.61,72.1,8.61,0.0
2014-08-15 21:00:00,29.54,70.2,11.54,0.0
2014-08-15 22:00:00,25.67,73.4,7.67,0.0
2014-08-15 23:00:00,21.35,74.4,3.35,0.0
2014-08-16 00:00:00,24.02,72.2,6.02,0.0
2014-08-16 01:00:00,25.32,76.4,7.32,0.0
2014-08-16 02:00:00,22.81,70.9,4.81,0.0
2014-08-16 03:00:00,18.03,76.5,0.03,0.0
2014-08-16 04:00:00,20.08,74.5,2.08,0.0
2014-08-16 05:00:00,23.78,72.8,5.78,0.0
2014-08-16 06:00:00,21.1,68.5,3.1,0.0
2014-08-16 07:00:00,24.31,73.0,6.31,0.0
2014-08-16 08:00:00,26.23,71.4,8.23,0.0
2014-08-16 09:00:00,24.59,66.6,6.59,0.0
2014-08-16 10:00:00,27.58,62.3,9.58,0.0
2014-08-16 11:00:00,23.18,60.9,5.18,0.0
2014-08-16 12:00:00,28.31,65.5,10.31,0.0
2014-08-16 13:00:00,30.57,66.9,12.57,0.0
2014-08-16 14:00:00,29.33,72.6,11.33,0.0
2014-08-16 15:00:00,34.7,64.9,16.7,0.0
2014-08-16 16:00:00,29.0,58.7,11.0,0.0
2014-08-16 17:00:00,30.23,64.9,12.23,0.0
2014-08-16 18:00:00,30.39,71.5,12.39,0.0
2014-08-16 19:00:00,31.61,64.8,13.61,0.0
2014-08-16 20:00:00,25.1,73.2,7.1,0.0
2014-08-16 21:00:00,28.35,70.7,10.35,0.0
2014-08-16 22:00:00,24.86,73.9,6.86,0.0
2014-08-16 23:00:00,21.74,79.9,3.74,0.0
2014-08-17 00:00:00,23.1,66.2,5.1,0.0
2014-08-17 01:00:00,21.75,77.9,3.75,0.0
2014-08-17 02:00:00,19.76,74.4,1.76,0.0
2014-08-17 03:00:00,20.78,71.2,2.78,0.0
2014-08-17 04:00:00,20.15,74.4,2.15,0.0
2014-08-17 05:00:00,21.59,81.1,3.59,0.0
2014-08-17 06:00:00,23.46,78.8,5.46,0.0
2014-08-17 07:00:00,26.26,64.5,8.26,0.0
2014-08-17 08:00:00,22.5,68.2,4.5,0.0
2014-08-17 09:00:00,29.99,73.8,11.99,0.0
2014-08-17 10:00:00,24.06,68.6,6.06,0.0
2014-08-17 11:00:00,28.63,67.5,10.63,0.0
2014-08-17 12:00:00,31.1,60.2,13.1,0.0
2014-08-17 13:00:00,31.42,62.7,13.42,0.0
2014-08-17 14:00:00,30.34,59.8,12.34,0.0
2014-08-17 15:00:00,31.28,58.4,13.28,0.0
2014-08-17 16:00:00,30.58,60.2,12.58,0.0
2014-08-17 17:00:00,29.85,62.0,11.85,0.0
2014-08-17 18:00:00,31.57,63.5,13.57,0.0
2014-08-17 19:00:00,29.54,64.2,11.54,0.0
2014-08-17 20:00:00,26.33,72.8,8.33,0.0
2014-08-17 21:00:00,27.77,66.4,9.77,0.0
2014-08-17 22:00:00,25.28,77.0,7.28,0.0
2014-08-17 23:00:00,24.87,70.5,6.87,0.0
2014-08-18 00:00:00,23.29,75.3,5.29,0.0
2014-08-18 01:00:00,19.79,76.2,1.79,0.0
2014-08-18 02:00:00,19.72,71.2,1.72,0.0
2014-08-18 03:00:00,21.89,73.6,3.89,0.0
2014-08-18 04:00:00,21.83,72.8,3.83,0.0
2014-08-18 05:00:00,21.24,75.8,3.24,0.0
2014-08-18 06:00:00,22.36,73.0,4.36,0.0
2014-08-18 07:00:00,25.59,69.5,7.59,0.0
2014-08-18 08:00:00,23.55,71.8,5.55,0.0
2014-08-18 09:00:00,27.03,71.4,9.03,0.0
2014-08-18 10:00:00,27.1,76.1,9.1,0.0
2014-08-18 11:00:00,28.4,67.8,10.4,0.0
2014-08-18 12:00:00,31.91,66.5,13.91,0.0
2014-08-18 13:00:00,32.29,67.4,14.29,0.0
2014-08-18 14:00:00,32.82,61.4,14.82,0.0
2014-08-18 15:00:00,33.89,58.1,15.89,0.0
2014-08-18 16:00:00,31.39,64.0,13.39,0.0
2014-08-18 17:00:00,32.03,70.0,14.03,0.0
2014-08-18 18:00:00,29.37,71.4,11.37,0.0
2014-08-18 19:00:00,29.37,60.0,11.37,0.0
2014-08-18 20:00:00,27.23,71.4,9.23,0.0
2014-08-18 21:00:00,26.22,61.3,8.22,0.0
2014-08-18 22:00:00,25.69,73.1,7.69,0.0
2014-08-18 23:00:00,21.82,74.1,3.82,0.0
2014-08-19 00:00:00,25.8,66.6,7.8,0.0
2014-08-19 01:00:00,19.35,78.3,1.35,0.0
2014-08-19 02:00:00,18.43,81.8,0.43,0.0
2014-08-19 03:00:00,22.51,74.7,4.51,0.0
2014-08-19 04:00:00,22.04,75.3,4.04,0.0
2014-08-19 05:00:00,22.29,80.2,4.29,0.0
2014-08-19 06:00:00,23.17,69.0,5.17,0.0
2014-08-19 07:00:00,23.15,68.1,5.15,0.0
2014-08-19 08:00:00,22.89,67.9,4.89,0.0
2014-08-19 09:00:00,26.06,70.1,8.06,0.0
2014-08-19 10:00:00,26.13,68.9,8.13,0.0
2014-08-19 11:00:00,30.43,65.3,12.43,0.0
2014-08-19 12:00:00,29.55,65.3,11.55,0.0
2014-08-19 13:00:00,29.2,63.6,11.2,0.0
2014-08-19 14:00:00,30.66,63.3,12.66,0.0
2014-08-19 15:00:00,32.17,62.0,14.17,0.0
2014-08-19 16:00:00,30.22,62.2,12.22,0.0
2014-08-19 17:00:00,29.21,57.7,11.21,0.0
2014-08-19 18:00:00,30.25,65.6,12.25,0.0
2014-08-19 19:00:00,29.12,59.7,11.12,0.0
2014-08-19 20:00:00,26.44,71.7,8.44,0.0
2014-08-19 21:00:00,25.08,67.8,7.08,0.0
2014-08-19 22:00:00,24.92,70.8,6.92,0.0
2014-08-19 23:00:00,20.57,71.0,2.57,0.0
2014-08-20 00:00:00,19.39,72.5,1.39,0.0
2014-08-20 01:00:00,19.75,79.3,1.75,0.0
2014-08-20 02:00:00,20.11,69.4,2.11,0.0
2014-08-20 03:00:00,20.87,68.5,2.87,0.0
2014-08-20 04:00:00,23.15,75.3,5.15,0.0
2014-08-20 05:00:00,22.59,72.3,4.59,0.0
2014-08-20 06:00:00,21.63,74.9,3.63,0.0
2014-08-20 07:00:00,23.02,75.3,5.02,0.0
2014-08-20 08:00:00,22.58,66.9,4.58,0.0
2014-08-20 09:00:00,25.78,72.4,7.78,0.0
2014-08-20 10:00:00,26.71,64.6,8.71,0.0
2014-08-20 11:00:00,29.14,67.8,11.14,0.0
2014-08-20 12:00:00,28.21,61.6,10.21,0.0
2014-08-20 13:00:00,31.51,66.2,13.51,0.0
2014-08-20 14:00:00,33.88,65.1,15.88,0.0
2014-08-20 15:00:00,31.11,60.6,13.11,0.0
2014-08-20 16:00:00,31.84,59.8,13.84,0.0
2014-08-20 17:00:00,31.81,68.7,13.81,0.0
2014-08-20 18:00:00,28.98,64.7,10.98,0.0
2014-08-20 19:00:00,28.96,71.6,10.96,0.0
2014-08-20 20:00:00,27.25,66.5,9.25,0.0
2014-08-20 21:00:00,25.98,75.2,7.98,0.0
2014-08-20 22:00:00,22.99,67.5,4.99,0.0
2014-08-20 23:00:00,23.1,78.4,5.1,0.0
2014-08-21 00:00:00,22.7,74.2,4.7,0.0
2014-08-21 01:00:00,23.54,75.9,5.54,0.0
2014-08-21 02:00:00,22.1,70.8,4.1,0.0
2014-08-21 03:00:00,24.06,77.9,6.06,0.0
2014-08-21 04:00:00,18.99,77.8,0.99,0.0
2014-08-21 05:00:00,22.5,73.0,4.5,0.0
2014-08-21 06:00:00,22.13,65.0,4.13,0.0
2014-08-21 07:00:00,26.88,68.0,8.88,0.0
2014-08-21 08:00:00,22.81,66.8,4.81,0.0
2014-08-21 09:00:00,24.18,71.8,6.18,0.0
2014-08-21 10:00:00,26.03,66.9,8.03,0.0
2014-08-21 11:00:00,24.62,65.7,6.62,0.0
2014-08-21 12:00:00,28.63,64.2,10.63,0.0
2014-08-21 13:00:00,29.09,71.6,11.09,0.0
2014-08-21 14:00:00,31.27,65.4,13.27,0.0
2014-08-21 15:00:00,31.8,65.8,13.8,0.0
2014-08-21 16:00:00,34.38,62.7,16.38,0.0
2014-08-21 17:00:00,32.16,65.6,14.16,0.0
2014-08-21 18:00:00,28.54,62.6,10.54,0.0
2014-08-21 19:00:00,26.82,68.9,8.82,0.0
2014-08-21 20:00:00,28.0,64.1,10.0,0.0
2014-08-21 21:00:00,23.31,73.0,5.31,0.0
2014-08-21 22:00:00,27.56,68.3,9.56,0.0
2014-08-21 23:00:00,25.06,76.3,7.06,0.0
2014-08-22 00:00:00,20.83,81.1,2.83,0.0
2014-08-22 01:00:00,17.72,74.3,0.0,0.28
2014-08-22 02:00:00,22.69,80.0,4.69,0.0
2014-08-22 03:00:00,19.86,78.0,1.86,0.0
2014-08-22 04:00:00,22.48,69.1,4.48,0.0
2014-08-22 05:00:00,17.93,74.7,0.0,0.07
2014-08-22 06:00:00,20.6,75.5,2.6,0.0
2014-08-22 07:00:00,22.82,74.9,4.82,0.0
2014-08-22 08:00:00,24.23,72.0,6.23,0.0
2014-08-22 09:00:00,24.76,70.7,6.76,0.0
2014-08-22 10:00:00,28.11,68.7,10.11,0.0
2014-08-22 11:00:00,26.39,68.1,8.39,0.0
2014-08-22 12:00:00,29.2,61.6,11.2,0.0
2014-08-22 13:00:00,30.54,64.8,12.54,0.0
2014-08-22 14:00:00,31.8,59.4,13.8,0.0
2014-08-22 15:00:00,32.35,63.1,14.35,0.0
2014-08-22 16:00:00,28.85,62.9,10.85,0.0
2014-08-22 17:00:00,27.57,63.1,9.57,0.0
2014-08-22 18:00:00,31.75,62.3,13.75,0.0
2014-08-22 19:00:00,28.91,68.6,10.91,0.0
2014-08-22 20:00:00,25.64,67.4,7.64,0.0
2014-08-22 21:00:00,28.36,68.3,10.36,0.0
2014-08-22 22:00:00,24.35,65.7,6.35,0.0
2014-08-22 23:00:00,24.94,71.3,6.94,0.0
2014-08-23 00:00:00,21.67,78.1,3.67,0.0
2014-08-23 01:00:00,24.39,78.9,6.39,0.0
2014-08-23 02:00:00,23.29,76.3,5.29,0.0
2014-08-23 03:00:00,19.49,73.8,1.49,0.0
2014-08-23 04:00:00,21.88,77.0,3.88,0.0
2014-08-23 05:00:00,21.84,71.6,3.84,0.0
2014-08-23 06:00:00,24.01,72.3,6.01,0.0
2014-08-23 07:00:00,20.95,69.5,2.95,0.0
2014-08-23 08:00:00,25.25,74.9,7.25,0.0
2014-08-23 09:00:00,27.34,73.1,9.34,0.0
2014-08-23 10:00:00,23.7,68.6,5.7,0.0
2014-08-23 11:00:00,26.06,74.5,8.06,0.0
2014-08-23 12:00:00,25.66,68.1,7.66,0.0
2014-08-23 13:00:00,29.72,67.1,11.72,0.0
2014-08-23 14:00:00,32.04,66.2,14.04,0.0
2014-08-23 15:00:00,33.64,60.0,15.64,0.0
2014-08-23 16:00:00,30.89,61.6,12.89,0.0
2014-08-23 17:00:00,33.13,65.5,15.13,0.0
2014-08-23 18:00:00,26.84,66.3,8.84,0.0
2014-08-23 19:00:00,25.12,69.9,7.12,0.0
2014-08-23 20:00:00,26.76,66.0,8.76,0.0
2014-08-23 21:00:00,26.13,70.3,8.13,0.0
2014-08-23 22:00:00,23.96,71.6,5.96,0.0
2014-08-23 23:00:00,18.97,73.0,0.97,0.0
2014-08-24 00:00:00,21.26,73.6,3.26,0.0
2014-08-24 01:00:00,18.2,68.7,0.2,0.0
2014-08-24 02:00:00,21.2,65.7,3.2,0.0
2014-08-24 03:00:00,20.47,71.2,2.47,0.0
2014-08-24 04:00:00,18.31,72.7,0.31,0.0
2014-08-24 05:00:00,19.62,69.6,1.62,0.0
2014-08-24 06:00:00,19.51,73.3,1.51,0.0
2014-08-24 07:00:00,22.45,76.8,4.45,0.0
2014-08-24 08:00:00,25.61,74.2,7.61,0.0
2014-08-24 09:00:00,23.54,71.9,5.54,0.0
2014-08-24 10:00:00,27.64,72.7,9.64,0.0
2014-08-24 11:00:00,27.11,63.8,9.11,0.0
2014-08-24 12:00:00,27.77,64.7,9.77,0.0
2014-08-24 13:00:00,29.88,68.2,11.88,0.0
2014-08-24 14:00:00,28.76,63.3,10.76,0.0
2014-08-24 15:00:00,29.81,63.4,11.81,0.0
2014-08-24 16:00:00,28.47,72.7,10.47,0.0
2014-08-24 17:00:00,33.61,66.1,15.61,0.0
2014-08-24 18:00:00,29.26,73.6,11.26,0.0
2014-08-24 19:00:00,26.8,60.2,8.8,0.0
2014-08-24 20:00:00,27.12,66.2,9.12,0.0
2014-08-24 21:00:00,25.11,71.6,7.11,0.0
2014-08-24 22:00:00,23.49,71.7,5.49,0.0
2014-08-24 23:00:00,23.67,64.3,5.67,0.0
2014-08-25 00:00:00,22.65,72.6,4.65,0.0
2014-08-25 01:00:00,19.46,84.2,1.46,0.0
2014-08-25 02:00:00,18.83,75.8,0.83,0.0
2014-08-25 03:00:00,19.18,77.4,1.18,0.0
2014-08-25 04:00:00,15.72,72.2,0.0,2.28
2014-08-25 05:00:00,17.69,75.3,0.0,0.31
2014-08-25 06:00:00,23.75,73.5,5.75,0.0
2014-08-25 07:00:00,25.39,77.0,7.39,0.0
2014-08-25 08:00:00,23.31,75.6,5.31,0.0
2014-08-25 09:00:00,26.22,71.6,8.22,0.0
2014-08-25 10:00:00,27.16,69.0,9.16,0.0
2014-08-25 11:00:00,33.47,60.8,15.47,0.0
2014-08-25 12:00:00,31.08,59.6,13.08,0.0
